Titulo;Genero;Linguagens;Categoria;Disponibilidade_Geografica;Duracao;IMDb_Score;Rotten_Tomatoes_Score;Metacritic_Score;Premios_Recebidos;Premios_Indicados;Receita_Bilheteria;Data_Lancamento_Netflix;Total_Score
Killing Gunther;Action;English, German, Spanish;Movie;1;1-2 hour;4.8;4.8;5.3;0.0;0.0;NAO_DEFINIDO;2018-09-01;4.966666666666666
Acts of Violence;Action;English;Movie;6;1-2 hour;5.3;0.0;2.8;0.0;0.0;NAO_DEFINIDO;2018-09-01;2.6999999999999997
Florence Foster Jenkins;Biography;English, German, Italian, Russian;Movie;7;1-2 hour;6.8;8.7;7.1;10.0;6.350078492935636;1;2018-09-01;7.533333333333332
Mountain;Documentary;English;Movie;2;1-2 hour;7.2;8.7;8.2;3.0;6.0;1;2018-09-01;8.033333333333333
Loving;Biography;English;Movie;4;> 2 hrs;7.0;8.8;7.9;3.609665427509294;6.350078492935636;1;2018-08-25;7.900000000000001
Justice League;Action;English, Irish, Russian, Icelandic;Movie;5;1-2 hour;6.3;4.0;4.5;2.0;13.0;2;2018-08-24;4.933333333333334
The Dead Pool;Action;English;Movie;1;1-2 hour;6.3;5.5;4.6;0.0;0.0;1;2018-08-23;5.466666666666666
The Lodgers;Drama;English;Movie;1;1-2 hour;5.1;5.6;5.2;4.0;4.0;1;2018-08-23;5.3
Jigsaw;Crime;English;Movie;13;1-2 hour;5.8;3.3;3.9;0.0;0.0;1;2018-08-19;4.333333333333333
Peter Rabbit;Adventure;English;Movie;4;1-2 hour;6.6;6.3;5.1;4.0;16.0;2;2018-08-18;6.0
Resident Evil: The Final Chapter;Action;English;Movie;2;1-2 hour;5.5;3.7;4.9;2.0;3.0;1;2018-08-18;4.7
Den of Thieves;Action;English, Polynesian, Spanish;Movie;13;> 2 hrs;7.0;4.2;4.9;0.0;0.0;1;2018-08-17;5.366666666666667
Big Fish and Begonia;Animation;Mandarin;Movie;14;1-2 hour;7.1;9.1;7.2;3.0;10.0;NAO_DEFINIDO;2018-08-17;7.8
Hostiles;Drama;English, Cheyenne, French;Movie;4;> 2 hrs;7.2;7.1;6.5;4.0;7.0;1;2018-08-15;6.933333333333333
For Here or to Go?;Comedy;English;Movie;18;1-2 hour;6.8;4.1;5.6;0.0;0.0;NAO_DEFINIDO;2018-08-15;5.5
The Commuter;Action;English, Spanish;Movie;11;1-2 hour;6.3;5.6;5.6;0.0;1.0;1;2018-08-10;5.833333333333333
The Guernsey Literary and Potato Peel Pie Society;Drama;English, German, French;Movie;20;> 2 hrs;7.4;8.0;6.5;0.0;0.0;NAO_DEFINIDO;2018-08-10;7.3
Boo 2! A Madea Halloween;Comedy;English;Movie;11;1-2 hour;3.8;0.4;1.7;1.0;3.0;1;2018-08-10;1.9666666666666668
The Moment;Thriller;English;Movie;1;1-2 hour;5.1;1.1;2.2;0.0;2.0;NAO_DEFINIDO;2019-12-25;2.8000000000000003
Brothers Friend;Crime;English, Japanese, Italian, Spanish;Movie;1;1-2 hour;7.1;4.7;4.7;1.0;2.0;1;2019-12-07;5.5
Fast Color;Drama;English;Movie;1;1-2 hour;6.1;8.1;6.4;1.0;7.0;1;2019-11-15;6.866666666666667
